Name; Elements
A_8000_25_450;[[4413.512,(36,148)],[4413.512,(36,148)],[8000,(48,148)],[615.526,(36,148)],[615.526,(36,148)],[2640,(36,148)]]
A_9000_25_450;[[4965.2,(36,148)],[4965.2,(36,148)],[9000,(48,148)],[692.467,(36,148)],[692.467,(36,148)],[2970,(36,148)]]
A_10000_25_450;[[5516.89,(36,148)],[5516.89,(36,148)],[10000,(48,198)],[769.408,(36,148)],[769.408,(36,148)],[3300,(48,148)]]
A_11000_25_450;[[6068.579,(48,148)],[6068.579,(48,148)],[11000,(61,198)],[846.348,(36,148)],[846.348,(36,148)],[3630,(48,148)]]
A_12000_25_450;[[6620.267,(48,148)],[6620.267,(48,148)],[12000,(61,198)],[923.289,(36,148)],[923.289,(36,148)],[3960,(48,198)]]
A_4000_30_450;[[2309.4,(36,48)],[2309.4,(36,48)],[4000,(36,36)],[381.051,(36,36)],[381.051,(36,36)],[1320,(36,36)]]
A_5000_30_450;[[2886.751,(36,48)],[2886.751,(36,48)],[5000,(36,48)],[476.314,(36,36)],[476.314,(36,36)],[1650,(36,36)]]
A_6000_30_450;[[3464.103,(36,148)],[3464.103,(36,148)],[6000,(36,148)],[571.577,(36,36)],[571.577,(36,36)],[1980,(36,36)]]
A_7000_30_450;[[4041.452,(36,148)],[4041.452,(36,148)],[7000,(36,148)],[666.84,(36,36)],[666.84,(36,36)],[2310,(36,148)]]
A_8000_30_450;[[4618.803,(36,148)],[4618.803,(36,148)],[8000,(48,148)],[762.102,(36,148)],[762.102,(36,148)],[2640,(36,148)]]
A_9000_30_450;[[5196.152,(36,148)],[5196.152,(36,148)],[9000,(48,148)],[857.365,(36,148)],[857.365,(36,148)],[2970,(36,148)]]
A_10000_30_450;[[5773.503,(36,148)],[5773.503,(36,148)],[10000,(48,148)],[952.628,(36,148)],[952.628,(36,148)],[3300,(48,148)]]
A_11000_30_450;[[6350.852,(36,148)],[6350.852,(36,148)],[11000,(48,198)],[1047.891,(36,148)],[1047.891,(36,148)],[3630,(48,148)]]
A_12000_30_450;[[6928.203,(48,148)],[6928.203,(48,148)],[12000,(61,198)],[1143.154,(36,148)],[1143.154,(36,148)],[3960,(48,148)]]
A_4000_35_450;[[2441.549,(36,36)],[2441.549,(36,36)],[4000,(36,36)],[462.137,(36,36)],[462.137,(36,36)],[1320,(36,36)]]
A_5000_35_450;[[3051.936,(36,48)],[3051.936,(36,48)],[5000,(36,48)],[577.671,(36,36)],[577.671,(36,36)],[1650,(36,36)]]
A_6000_35_450;[[3662.324,(36,148)],[3662.324,(36,148)],[6000,(36,148)],[693.205,(36,36)],[693.205,(36,36)],[1980,(36,36)]]
A_7000_35_450;[[4272.712,(36,148)],[4272.712,(36,148)],[7000,(36,148)],[808.74,(36,36)],[808.74,(36,36)],[2310,(36,148)]]
A_8000_35_450;[[4883.097,(36,148)],[4883.097,(36,148)],[8000,(36,148)],[924.274,(36,148)],[924.274,(36,148)],[2640,(36,148)]]
A_9000_35_450;[[5493.485,(36,148)],[5493.485,(36,148)],[9000,(48,148)],[1039.808,(36,148)],[1039.808,(36,148)],[2970,(36,148)]]
A_10000_35_450;[[6103.873,(36,148)],[6103.873,(36,148)],[10000,(48,148)],[1155.342,(36,148)],[1155.342,(36,148)],[3300,(36,148)]]
A_11000_35_450;[[6714.26,(36,148)],[6714.26,(36,148)],[11000,(48,148)],[1270.877,(36,148)],[1270.877,(36,148)],[3630,(48,148)]]
A_12000_35_450;[[7324.648,(48,148)],[7324.648,(48,148)],[12000,(48,198)],[1386.411,(36,148)],[1386.411,(36,148)],[3960,(48,148)]]
A_4000_15_600;[[2070.552,(36,36)],[2070.552,(36,36)],[4000,(36,148)],[176.846,(36,36)],[176.846,(36,36)],[1320,(36,36)]]
A_5000_15_600;[[2588.191,(36,148)],[2588.191,(36,148)],[5000,(36,148)],[221.058,(36,36)],[221.058,(36,36)],[1650,(36,148)]]
A_6000_15_600;[[3105.828,(36,148)],[3105.828,(36,148)],[6000,(48,148)],[265.27,(36,36)],[265.27,(36,36)],[1980,(36,148)]]
A_7000_15_600;[[3623.467,(36,148)],[3623.467,(36,148)],[7000,(48,148)],[309.481,(36,36)],[309.481,(36,36)],[2310,(36,148)]]
A_8000_15_600;[[4141.106,(36,148)],[4141.106,(36,148)],[8000,(48,198)],[353.693,(36,148)],[353.693,(36,148)],[2640,(48,148)]]
A_9000_15_600;[[4658.743,(48,148)],[4658.743,(48,148)],[9000,(61,198)],[397.905,(36,148)],[397.905,(36,148)],[2970,(48,148)]]
A_10000_15_600;[[5176.382,(48,148)],[5176.382,(48,148)],[10000,(61,198)],[442.116,(36,148)],[442.116,(36,148)],[3300,(48,198)]]
A_11000_15_600;[[5694.018,(48,148)],[5694.018,(48,148)],[11000,(73,198)],[486.328,(36,148)],[486.328,(36,148)],[3630,(61,198)]]
A_12000_15_600;[[6211.657,(48,198)],[6211.657,(48,198)],[12000,(73,198)],[530.539,(36,148)],[530.539,(36,148)],[3960,(61,198)]]
A_4000_20_600;[[2128.355,(36,36)],[2128.355,(36,36)],[4000,(36,148)],[240.22,(36,36)],[240.22,(36,36)],[1320,(36,36)]]
A_5000_20_600;[[2660.445,(36,148)],[2660.445,(36,148)],[5000,(36,148)],[300.275,(36,36)],[300.275,(36,36)],[1650,(36,36)]]
A_6000_20_600;[[3192.533,(36,148)],[3192.533,(36,148)],[6000,(36,148)],[360.331,(36,36)],[360.331,(36,36)],[1980,(36,148)]]
A_7000_20_600;[[3724.622,(36,148)],[3724.622,(36,148)],[7000,(48,148)],[420.386,(36,148)],[420.386,(36,148)],[2310,(36,148)]]
A_8000_20_600;[[4256.712,(36,148)],[4256.712,(36,148)],[8000,(48,148)],[480.441,(36,148)],[480.441,(36,148)],[2640,(48,148)]]
A_9000_20_600;[[4788.8,(36,148)],[4788.8,(36,148)],[9000,(61,198)],[540.496,(36,148)],[540.496,(36,148)],[2970,(48,148)]]
A_10000_20_600;[[5320.888,(48,148)],[5320.888,(48,148)],[10000,(61,198)],[600.551,(36,148)],[600.551,(36,148)],[3300,(48,148)]]
A_11000_20_600;[[5852.978,(48,148)],[5852.978,(48,148)],[11000,(61,198)],[660.606,(36,148)],[660.606,(36,148)],[3630,(48,198)]]
A_12000_20_600;[[6385.067,(48,148)],[6385.067,(48,148)],[12000,(73,198)],[720.661,(36,148)],[720.661,(36,148)],[3960,(61,198)]]
A_4000_25_600;[[2206.755,(36,48)],[2206.755,(36,48)],[4000,(36,48)],[307.763,(36,36)],[307.763,(36,36)],[1320,(36,36)]]
A_5000_25_600;[[2758.445,(36,148)],[2758.445,(36,148)],[5000,(36,148)],[384.704,(36,36)],[384.704,(36,36)],[1650,(36,36)]]
A_6000_25_600;[[3310.133,(36,148)],[3310.133,(36,148)],[6000,(36,148)],[461.645,(36,36)],[461.645,(36,36)],[1980,(36,148)]]
A_7000_25_600;[[3861.822,(36,148)],[3861.822,(36,148)],[7000,(48,148)],[538.585,(36,148)],[538.585,(36,148)],[2310,(36,148)]]
A_8000_25_600;[[4413.512,(36,148)],[4413.512,(36,148)],[8000,(48,148)],[615.526,(36,148)],[615.526,(36,148)],[2640,(36,148)]]
A_9000_25_600;[[4965.2,(36,148)],[4965.2,(36,148)],[9000,(48,198)],[692.467,(36,148)],[692.467,(36,148)],[2970,(48,148)]]
A_10000_25_600;[[5516.89,(48,148)],[5516.89,(48,148)],[10000,(61,198)],[769.408,(36,148)],[769.408,(36,148)],[3300,(48,148)]]
A_11000_25_600;[[6068.579,(48,148)],[6068.579,(48,148)],[11000,(61,198)],[846.348,(36,148)],[846.348,(36,148)],[3630,(48,198)]]
A_12000_25_600;[[6620.267,(48,148)],[6620.267,(48,148)],[12000,(61,198)],[923.289,(36,148)],[923.289,(36,148)],[3960,(61,198)]]
A_4000_30_600;[[2309.4,(36,48)],[2309.4,(36,48)],[4000,(36,36)],[381.051,(36,36)],[381.051,(36,36)],[1320,(36,36)]]
A_5000_30_600;[[2886.751,(36,148)],[2886.751,(36,148)],[5000,(36,148)],[476.314,(36,36)],[476.314,(36,36)],[1650,(36,36)]]
A_6000_30_600;[[3464.103,(36,148)],[3464.103,(36,148)],[6000,(36,148)],[571.577,(36,36)],[571.577,(36,36)],[1980,(36,148)]]
A_7000_30_600;[[4041.452,(36,148)],[4041.452,(36,148)],[7000,(36,148)],[666.84,(36,148)],[666.84,(36,148)],[2310,(36,148)]]
A_8000_30_600;[[4618.803,(36,148)],[4618.803,(36,148)],[8000,(48,148)],[762.102,(36,148)],[762.102,(36,148)],[2640,(36,148)]]
A_9000_30_600;[[5196.152,(36,148)],[5196.152,(36,148)],[9000,(48,148)],[857.365,(36,148)],[857.365,(36,148)],[2970,(48,148)]]
A_10000_30_600;[[5773.503,(36,148)],[5773.503,(36,148)],[10000,(48,198)],[952.628,(36,148)],[952.628,(36,148)],[3300,(48,148)]]
A_11000_30_600;[[6350.852,(48,148)],[6350.852,(48,148)],[11000,(61,198)],[1047.891,(36,148)],[1047.891,(36,148)],[3630,(48,148)]]
A_12000_30_600;[[6928.203,(48,148)],[6928.203,(48,148)],[12000,(61,198)],[1143.154,(36,148)],[1143.154,(36,148)],[3960,(48,198)]]
A_4000_35_600;[[2441.549,(36,48)],[2441.549,(36,48)],[4000,(36,36)],[462.137,(36,36)],[462.137,(36,36)],[1320,(36,36)]]
A_5000_35_600;[[3051.936,(36,148)],[3051.936,(36,148)],[5000,(36,148)],[577.671,(36,36)],[577.671,(36,36)],[1650,(36,36)]]
A_6000_35_600;[[3662.324,(36,148)],[3662.324,(36,148)],[6000,(36,148)],[693.205,(36,36)],[693.205,(36,36)],[1980,(36,148)]]
A_7000_35_600;[[4272.712,(36,148)],[4272.712,(36,148)],[7000,(36,148)],[808.74,(36,148)],[808.74,(36,148)],[2310,(36,148)]]
A_8000_35_600;[[4883.097,(36,148)],[4883.097,(36,148)],[8000,(48,148)],[924.274,(36,148)],[924.274,(36,148)],[2640,(36,148)]]
A_9000_35_600;[[5493.485,(36,148)],[5493.485,(36,148)],[9000,(48,148)],[1039.808,(36,148)],[1039.808,(36,148)],[2970,(36,148)]]
A_10000_35_600;[[6103.873,(36,148)],[6103.873,(36,148)],[10000,(48,198)],[1155.342,(36,148)],[1155.342,(36,148)],[3300,(48,148)]]
A_11000_35_600;[[6714.26,(48,148)],[6714.26,(48,148)],[11000,(48,198)],[1270.877,(36,148)],[1270.877,(36,148)],[3630,(48,148)]]
A_12000_35_600;[[7324.648,(48,148)],[7324.648,(48,148)],[12000,(61,198)],[1386.411,(36,148)],[1386.411,(36,148)],[3960,(48,148)]]
A_4000_15_750;[[2070.552,(36,148)],[2070.552,(36,148)],[4000,(36,148)],[176.846,(36,36)],[176.846,(36,36)],[1320,(36,36)]]
A_5000_15_750;[[2588.191,(36,148)],[2588.191,(36,148)],[5000,(36,148)],[221.058,(36,36)],[221.058,(36,36)],[1650,(36,148)]]
A_6000_15_750;[[3105.828,(36,148)],[3105.828,(36,148)],[6000,(48,148)],[265.27,(36,36)],[265.27,(36,36)],[1980,(36,148)]]
A_7000_15_750;[[3623.467,(36,148)],[3623.467,(36,148)],[7000,(48,198)],[309.481,(36,148)],[309.481,(36,148)],[2310,(48,148)]]
A_8000_15_750;[[4141.106,(36,148)],[4141.106,(36,148)],[8000,(61,198)],[353.693,(36,148)],[353.693,(36,148)],[2640,(48,148)]]
A_9000_15_750;[[4658.743,(48,148)],[4658.743,(48,148)],[9000,(61,198)],[397.905,(36,148)],[397.905,(36,148)],[2970,(48,198)]]
A_10000_15_750;[[5176.382,(48,148)],[5176.382,(48,148)],[10000,(73,198)],[442.116,(36,148)],[442.116,(36,148)],[3300,(61,198)]]
A_11000_15_750;[[5694.018,(48,198)],[5694.018,(48,198)],[11000,(73,198)],[486.328,(36,148)],[486.328,(36,148)],[3630,(61,198)]]
A_12000_15_750;[[6211.657,(48,198)],[6211.657,(48,198)],[12000,(73,223)],[530.539,(36,148)],[530.539,(36,148)],[3960,(73,198)]]
A_4000_20_750;[[2128.355,(36,48)],[2128.355,(36,48)],[4000,(36,148)],[240.22,(36,36)],[240.22,(36,36)],[1320,(36,36)]]
A_5000_20_750;[[2660.445,(36,148)],[2660.445,(36,148)],[5000,(36,148)],[300.275,(36,36)],[300.275,(36,36)],[1650,(36,148)]]
A_6000_20_750;[[3192.533,(36,148)],[3192.533,(36,148)],[6000,(48,148)],[360.331,(36,36)],[360.331,(36,36)],[1980,(36,148)]]
A_7000_20_750;[[3724.622,(36,148)],[3724.622,(36,148)],[7000,(48,148)],[420.386,(36,148)],[420.386,(36,148)],[2310,(36,148)]]
A_8000_20_750;[[4256.712,(36,148)],[4256.712,(36,148)],[8000,(48,198)],[480.441,(36,148)],[480.441,(36,148)],[2640,(48,148)]]
A_9000_20_750;[[4788.8,(48,148)],[4788.8,(48,148)],[9000,(61,198)],[540.496,(36,148)],[540.496,(36,148)],[2970,(48,148)]]
A_10000_20_750;[[5320.888,(48,148)],[5320.888,(48,148)],[10000,(61,198)],[600.551,(36,148)],[600.551,(36,148)],[3300,(48,198)]]
A_11000_20_750;[[5852.978,(48,148)],[5852.978,(48,148)],[11000,(73,198)],[660.606,(36,148)],[660.606,(36,148)],[3630,(61,198)]]
A_12000_20_750;[[6385.067,(48,198)],[6385.067,(48,198)],[12000,(73,198)],[720.661,(36,148)],[720.661,(36,148)],[3960,(61,198)]]
A_4000_25_750;[[2206.755,(36,48)],[2206.755,(36,48)],[4000,(36,148)],[307.763,(36,36)],[307.763,(36,36)],[1320,(36,36)]]
A_5000_25_750;[[2758.445,(36,148)],[2758.445,(36,148)],[5000,(36,148)],[384.704,(36,36)],[384.704,(36,36)],[1650,(36,148)]]
A_6000_25_750;[[3310.133,(36,148)],[3310.133,(36,148)],[6000,(48,148)],[461.645,(36,36)],[461.645,(36,36)],[1980,(36,148)]]
A_7000_25_750;[[3861.822,(36,148)],[3861.822,(36,148)],[7000,(48,148)],[538.585,(36,148)],[538.585,(36,148)],[2310,(36,148)]]
A_8000_25_750;[[4413.512,(36,148)],[4413.512,(36,148)],[8000,(48,198)],[615.526,(36,148)],[615.526,(36,148)],[2640,(48,148)]]
A_9000_25_750;[[4965.2,(36,148)],[4965.2,(36,148)],[9000,(61,198)],[692.467,(36,148)],[692.467,(36,148)],[2970,(48,148)]]
A_10000_25_750;[[5516.89,(48,148)],[5516.89,(48,148)],[10000,(61,198)],[769.408,(36,148)],[769.408,(36,148)],[3300,(48,148)]]
A_11000_25_750;[[6068.579,(48,148)],[6068.579,(48,148)],[11000,(61,198)],[846.348,(36,148)],[846.348,(36,148)],[3630,(48,198)]]
A_12000_25_750;[[6620.267,(48,198)],[6620.267,(48,198)],[12000,(73,198)],[923.289,(36,148)],[923.289,(36,148)],[3960,(61,198)]]
A_4000_30_750;[[2309.4,(36,48)],[2309.4,(36,48)],[4000,(36,48)],[381.051,(36,36)],[381.051,(36,36)],[1320,(36,36)]]
A_5000_30_750;[[2886.751,(36,148)],[2886.751,(36,148)],[5000,(36,148)],[476.314,(36,36)],[476.314,(36,36)],[1650,(36,36)]]
A_6000_30_750;[[3464.103,(36,148)],[3464.103,(36,148)],[6000,(36,148)],[571.577,(36,36)],[571.577,(36,36)],[1980,(36,148)]]
A_7000_30_750;[[4041.452,(36,148)],[4041.452,(36,148)],[7000,(48,148)],[666.84,(36,148)],[666.84,(36,148)],[2310,(36,148)]]
A_8000_30_750;[[4618.803,(36,148)],[4618.803,(36,148)],[8000,(48,148)],[762.102,(36,148)],[762.102,(36,148)],[2640,(36,148)]]
A_9000_30_750;[[5196.152,(36,148)],[5196.152,(36,148)],[9000,(48,198)],[857.365,(36,148)],[857.365,(36,148)],[2970,(48,148)]]
A_10000_30_750;[[5773.503,(48,148)],[5773.503,(48,148)],[10000,(61,198)],[952.628,(36,148)],[952.628,(36,148)],[3300,(48,148)]]
A_11000_30_750;[[6350.852,(48,148)],[6350.852,(48,148)],[11000,(61,198)],[1047.891,(36,148)],[1047.891,(36,148)],[3630,(48,198)]]
A_12000_30_750;[[6928.203,(48,198)],[6928.203,(48,198)],[12000,(61,198)],[1143.154,(36,148)],[1143.154,(36,148)],[3960,(61,198)]]
A_4000_35_750;[[2441.549,(36,48)],[2441.549,(36,48)],[4000,(36,48)],[462.137,(36,36)],[462.137,(36,36)],[1320,(36,36)]]
A_5000_35_750;[[3051.936,(36,148)],[3051.936,(36,148)],[5000,(36,148)],[577.671,(36,36)],[577.671,(36,36)],[1650,(36,36)]]
A_6000_35_750;[[3662.324,(36,148)],[3662.324,(36,148)],[6000,(36,148)],[693.205,(36,36)],[693.205,(36,36)],[1980,(36,148)]]
A_7000_35_750;[[4272.712,(36,148)],[4272.712,(36,148)],[7000,(48,148)],[808.74,(36,148)],[808.74,(36,148)],[2310,(36,148)]]
A_8000_35_750;[[4883.097,(36,148)],[4883.097,(36,148)],[8000,(48,148)],[924.274,(36,148)],[924.274,(36,148)],[2640,(36,148)]]
A_9000_35_750;[[5493.485,(36,148)],[5493.485,(36,148)],[9000,(48,148)],[1039.808,(36,148)],[1039.808,(36,148)],[2970,(48,148)]]
A_10000_35_750;[[6103.873,(48,148)],[6103.873,(48,148)],[10000,(48,198)],[1155.342,(36,148)],[1155.342,(36,148)],[3300,(48,148)]]
A_11000_35_750;[[6714.26,(48,148)],[6714.26,(48,148)],[11000,(61,198)],[1270.877,(36,148)],[1270.877,(36,148)],[3630,(48,148)]]
A_12000_35_750;[[7324.648,(48,148)],[7324.648,(48,148)],[12000,(61,198)],[1386.411,(36,148)],[1386.411,(36,148)],[3960,(48,198)]]
A-lifted_4000_15_300;[[2070.553,(36,36)],[2070.553,(36,36)],[4000,(36,36)],[200,(36,36)],[382.205,(36,36)],[708.802,(36,36)],[200,(36,36)],[382.205,(36,36)],[708.802,(36,36)],[1360,(36,36)]]
A-lifted_5000_15_300;[[2588.191,(36,36)],[2588.191,(36,36)],[5000,(36,48)],[250,(36,36)],[477.757,(36,36)],[886.002,(36,36)],[250,(36,36)],[477.757,(36,36)],[886.002,(36,36)],[1700,(36,36)]]
A-lifted_6000_15_300;[[3105.829,(36,36)],[3105.829,(36,36)],[6000,(36,148)],[300,(36,36)],[573.308,(36,36)],[1063.203,(36,36)],[300,(36,36)],[573.308,(36,36)],[1063.203,(36,36)],[2040,(36,36)]]
A-lifted_7000_15_300;[[3623.467,(36,48)],[3623.467,(36,48)],[7000,(36,148)],[350,(36,36)],[668.86,(36,36)],[1240.403,(36,36)],[350,(36,36)],[668.86,(36,36)],[1240.403,(36,36)],[2380,(36,36)]]
A-lifted_8000_15_300;[[4141.106,(36,148)],[4141.106,(36,148)],[8000,(36,148)],[400,(36,36)],[764.411,(36,36)],[1417.604,(36,36)],[400,(36,36)],[764.411,(36,36)],[1417.604,(36,36)],[2720,(36,48)]]
A-lifted_9000_15_300;[[4658.744,(36,148)],[4658.744,(36,148)],[9000,(48,148)],[450,(36,36)],[859.962,(36,36)],[1594.804,(36,36)],[450,(36,36)],[859.962,(36,36)],[1594.804,(36,36)],[3060,(36,148)]]
A-lifted_10000_15_300;[[5176.382,(36,148)],[5176.382,(36,148)],[10000,(48,148)],[500,(36,36)],[955.514,(36,36)],[1772.005,(36,36)],[500,(36,36)],[955.514,(36,36)],[1772.005,(36,36)],[3400,(36,148)]]
A-lifted_11000_15_300;[[5694.018,(36,148)],[5694.018,(36,148)],[11000,(48,148)],[550,(36,36)],[1051.065,(36,36)],[1949.205,(36,36)],[550,(36,36)],[1051.065,(36,36)],[1949.205,(36,36)],[3740,(36,148)]]
A-lifted_12000_15_300;[[6211.656,(36,148)],[6211.656,(36,148)],[12000,(48,198)],[600,(36,36)],[1146.616,(36,36)],[2126.405,(36,36)],[600,(36,36)],[1146.616,(36,36)],[2126.405,(36,36)],[4080,(48,148)]]
A-lifted_13000_15_300;[[6729.294,(48,148)],[6729.294,(48,148)],[13000,(48,198)],[650,(36,36)],[1242.168,(36,36)],[2303.606,(36,48)],[650,(36,36)],[1242.168,(36,36)],[2303.606,(36,48)],[4420,(48,148)]]
A-lifted_4000_20_300;[[2128.356,(36,36)],[2128.356,(36,36)],[4000,(36,36)],[200,(36,36)],[447.5,(36,36)],[708.802,(36,36)],[200,(36,36)],[447.5,(36,36)],[708.802,(36,36)],[1360,(36,36)]]
A-lifted_5000_20_300;[[2660.444,(36,36)],[2660.444,(36,36)],[5000,(36,36)],[250,(36,36)],[559.375,(36,36)],[886.002,(36,36)],[250,(36,36)],[559.375,(36,36)],[886.002,(36,36)],[1700,(36,36)]]
A-lifted_6000_20_300;[[3192.533,(36,36)],[3192.533,(36,36)],[6000,(36,148)],[300,(36,36)],[671.25,(36,36)],[1063.203,(36,36)],[300,(36,36)],[671.25,(36,36)],[1063.203,(36,36)],[2040,(36,36)]]
A-lifted_7000_20_300;[[3724.623,(36,48)],[3724.623,(36,48)],[7000,(36,148)],[350,(36,36)],[783.125,(36,36)],[1240.403,(36,36)],[350,(36,36)],[783.125,(36,36)],[1240.403,(36,36)],[2380,(36,36)]]
A-lifted_8000_20_300;[[4256.712,(36,48)],[4256.712,(36,48)],[8000,(36,148)],[400,(36,36)],[895,(36,36)],[1417.604,(36,36)],[400,(36,36)],[895,(36,36)],[1417.604,(36,36)],[2720,(36,48)]]
A-lifted_9000_20_300;[[4788.8,(36,148)],[4788.8,(36,148)],[9000,(36,148)],[450,(36,36)],[1006.874,(36,36)],[1594.804,(36,36)],[450,(36,36)],[1006.874,(36,36)],[1594.804,(36,36)],[3060,(36,148)]]
A-lifted_10000_20_300;[[5320.888,(36,148)],[5320.888,(36,148)],[10000,(48,148)],[500,(36,36)],[1118.749,(36,36)],[1772.005,(36,36)],[500,(36,36)],[1118.749,(36,36)],[1772.005,(36,36)],[3400,(36,148)]]
A-lifted_11000_20_300;[[5852.977,(36,148)],[5852.977,(36,148)],[11000,(48,148)],[550,(36,36)],[1230.624,(36,36)],[1949.205,(36,36)],[550,(36,36)],[1230.624,(36,36)],[1949.205,(36,36)],[3740,(36,148)]]
A-lifted_12000_20_300;[[6385.067,(36,148)],[6385.067,(36,148)],[12000,(48,148)],[600,(36,36)],[1342.499,(36,36)],[2126.405,(36,36)],[600,(36,36)],[1342.499,(36,36)],[2126.405,(36,36)],[4080,(48,148)]]
A-lifted_13000_20_300;[[6917.156,(36,148)],[6917.156,(36,148)],[13000,(48,198)],[650,(36,36)],[1454.374,(36,36)],[2303.606,(36,36)],[650,(36,36)],[1454.374,(36,36)],[2303.606,(36,36)],[4420,(48,148)]]
A-lifted_4000_25_300;[[2206.756,(36,36)],[2206.756,(36,36)],[4000,(36,36)],[200,(36,36)],[517.089,(36,36)],[708.802,(36,36)],[200,(36,36)],[517.089,(36,36)],[708.802,(36,36)],[1360,(36,36)]]
A-lifted_5000_25_300;[[2758.444,(36,36)],[2758.444,(36,36)],[5000,(36,36)],[250,(36,36)],[646.362,(36,36)],[886.002,(36,36)],[250,(36,36)],[646.362,(36,36)],[886.002,(36,36)],[1700,(36,36)]]
A-lifted_6000_25_300;[[3310.133,(36,36)],[3310.133,(36,36)],[6000,(36,48)],[300,(36,36)],[775.634,(36,36)],[1063.203,(36,36)],[300,(36,36)],[775.634,(36,36)],[1063.203,(36,36)],[2040,(36,36)]]
A-lifted_7000_25_300;[[3861.823,(36,48)],[3861.823,(36,48)],[7000,(36,148)],[350,(36,36)],[904.906,(36,36)],[1240.403,(36,36)],[350,(36,36)],[904.906,(36,36)],[1240.403,(36,36)],[2380,(36,36)]]
A-lifted_8000_25_300;[[4413.512,(36,48)],[4413.512,(36,48)],[8000,(36,148)],[400,(36,36)],[1034.178,(36,36)],[1417.604,(36,36)],[400,(36,36)],[1034.178,(36,36)],[1417.604,(36,36)],[2720,(36,48)]]
A-lifted_9000_25_300;[[4965.2,(36,148)],[4965.2,(36,148)],[9000,(36,148)],[450,(36,36)],[1163.451,(36,36)],[1594.804,(36,36)],[450,(36,36)],[1163.451,(36,36)],[1594.804,(36,36)],[3060,(36,148)]]
A-lifted_10000_25_300;[[5516.889,(36,148)],[5516.889,(36,148)],[10000,(48,148)],[500,(36,36)],[1292.723,(36,36)],[1772.005,(36,36)],[500,(36,36)],[1292.723,(36,36)],[1772.005,(36,36)],[3400,(36,148)]]
A-lifted_11000_25_300;[[6068.579,(36,148)],[6068.579,(36,148)],[11000,(48,148)],[550,(36,36)],[1421.995,(36,36)],[1949.205,(36,36)],[550,(36,36)],[1421.995,(36,36)],[1949.205,(36,36)],[3740,(36,148)]]
A-lifted_12000_25_300;[[6620.268,(36,148)],[6620.268,(36,148)],[12000,(48,148)],[600,(36,36)],[1551.268,(36,36)],[2126.405,(36,36)],[600,(36,36)],[1551.268,(36,36)],[2126.405,(36,36)],[4080,(36,148)]]
A-lifted_13000_25_300;[[7171.956,(36,148)],[7171.956,(36,148)],[13000,(48,198)],[650,(36,36)],[1680.54,(36,36)],[2303.606,(36,36)],[650,(36,36)],[1680.54,(36,36)],[2303.606,(36,36)],[4420,(48,148)]]
A-lifted_4000_30_300;[[2309.4,(36,36)],[2309.4,(36,36)],[4000,(36,36)],[200,(36,36)],[592.598,(36,36)],[708.802,(36,36)],[200,(36,36)],[592.598,(36,36)],[708.802,(36,36)],[1360,(36,36)]]
A-lifted_5000_30_300;[[2886.75,(36,36)],[2886.75,(36,36)],[5000,(36,36)],[250,(36,36)],[740.748,(36,36)],[886.002,(36,36)],[250,(36,36)],[740.748,(36,36)],[886.002,(36,36)],[1700,(36,36)]]
A-lifted_6000_30_300;[[3464.103,(36,36)],[3464.103,(36,36)],[6000,(36,48)],[300,(36,36)],[888.897,(36,36)],[1063.203,(36,36)],[300,(36,36)],[888.897,(36,36)],[1063.203,(36,36)],[2040,(36,36)]]
A-lifted_7000_30_300;[[4041.453,(36,48)],[4041.453,(36,48)],[7000,(36,148)],[350,(36,36)],[1037.047,(36,36)],[1240.403,(36,36)],[350,(36,36)],[1037.047,(36,36)],[1240.403,(36,36)],[2380,(36,36)]]
A-lifted_8000_30_300;[[4618.803,(36,48)],[4618.803,(36,48)],[8000,(36,148)],[400,(36,36)],[1185.196,(36,36)],[1417.604,(36,36)],[400,(36,36)],[1185.196,(36,36)],[1417.604,(36,36)],[2720,(36,48)]]
A-lifted_9000_30_300;[[5196.153,(36,148)],[5196.153,(36,148)],[9000,(36,148)],[450,(36,36)],[1333.346,(36,36)],[1594.804,(36,36)],[450,(36,36)],[1333.346,(36,36)],[1594.804,(36,36)],[3060,(36,148)]]
A-lifted_10000_30_300;[[5773.503,(36,148)],[5773.503,(36,148)],[10000,(36,148)],[500,(36,36)],[1481.495,(36,36)],[1772.005,(36,36)],[500,(36,36)],[1481.495,(36,36)],[1772.005,(36,36)],[3400,(36,148)]]
A-lifted_11000_30_300;[[6350.853,(36,148)],[6350.853,(36,148)],[11000,(48,148)],[550,(36,36)],[1629.645,(36,36)],[1949.205,(36,36)],[550,(36,36)],[1629.645,(36,36)],[1949.205,(36,36)],[3740,(36,148)]]
A-lifted_12000_30_300;[[6928.203,(36,148)],[6928.203,(36,148)],[12000,(48,148)],[600,(36,36)],[1777.795,(36,36)],[2126.405,(36,36)],[600,(36,36)],[1777.795,(36,36)],[2126.405,(36,36)],[4080,(36,148)]]
A-lifted_13000_30_300;[[7505.553,(36,148)],[7505.553,(36,148)],[13000,(48,148)],[650,(36,36)],[1925.944,(36,36)],[2303.606,(36,36)],[650,(36,36)],[1925.944,(36,36)],[2303.606,(36,36)],[4420,(48,148)]]
A-lifted_4000_35_300;[[2441.55,(36,36)],[2441.55,(36,36)],[4000,(36,36)],[200,(36,36)],[676.141,(36,36)],[708.802,(36,36)],[200,(36,36)],[676.141,(36,36)],[708.802,(36,36)],[1360,(36,36)]]
